collectorNumber,name_fr,faction,rarity,type,handCost,reserveCost,forestPower,mountainPower,waterPower,landmarksSize,reserveSize,abilities_fr,supportAbility_fr,id,imagePath
BTG-141-F-FR,Anubis,Yzmir,Rare,Personnage,5,5,3,4,3,,,{J} Chaque joueur sacrifie un Personnage.,,ALT_CORE_B_OR_20_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_20/JPG/fr_FR/358ddd189a2f86260f07809995d8d041.jpg
BTG-142-C-FR,Issitoq,Ordis,Commun,Personnage,6,6,4,4,4,,,Votre autre Expédition et l'Expédition qui lui fait face ne peuvent pas avancer.,{D} : Piochez une carte. (Défaussez-moi de la Réserve pour ça.),ALT_COREKS_B_OR_19_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_19/JPG/fr_FR/422d407b5811d4c36b36c3b43a1c545d.jpg
BTG-142-C-FR,Issitoq,Ordis,Commun,Personnage,6,6,4,4,4,,,Votre autre Expédition et l'Expédition qui lui fait face ne peuvent pas avancer.,{D} : Piochez une carte. (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_OR_19_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_19/JPG/fr_FR/13115bd4b55b8dac74f2e1f32cad4316.jpg
BTG-142-R-FR,Issitoq,Ordis,Rare,Personnage,#5#,#5#,#3#,#3#,#3#,,,Votre autre Expédition et l'Expédition qui lui fait face ne peuvent pas avancer.,{D} : Piochez une carte. (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_OR_19_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_19/JPG/fr_FR/35d6900827ab0a2213e00a96ddaece9a.jpg
BTG-142-R-FR,Issitoq,Ordis,Rare,Personnage,#5#,#5#,#3#,#3#,#3#,,,Votre autre Expédition et l'Expédition qui lui fait face ne peuvent pas avancer.,{D} : Piochez une carte. (Défaussez-moi de la Réserve pour ça.),ALT_COREKS_B_OR_19_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_19/JPG/fr_FR/bac206ce56bbd501c90d9065d2d4946d.jpg
BTG-142-F-FR,Issitoq,Yzmir,Rare,Personnage,6,6,4,4,4,,,Votre autre Expédition et l'Expédition qui lui fait face ne peuvent pas avancer.,{D} : Piochez une carte. (Défaussez-moi de la Réserve pour ça.),ALT_COREKS_B_OR_19_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_19/JPG/fr_FR/24a4a66c67a4aae7c91eb908f85f2492.jpg
BTG-142-F-FR,Issitoq,Yzmir,Rare,Personnage,6,6,4,4,4,,,Votre autre Expédition et l'Expédition qui lui fait face ne peuvent pas avancer.,{D} : Piochez une carte. (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_OR_19_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_19/JPG/fr_FR/13be1a6a10b1bf4638ee7864d9db9160.jpg
BTG-143-C-FR,Chargez !,Ordis,Commun,Sort,2,2,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Les Personnages que vous contrôlez gagnent 1 boost[]. (Les cartes en Réserve ne sont pas contrôlées. Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_COREKS_B_OR_23_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_23/JPG/fr_FR/7baf0e5eac5cbd592529eb36d2bd3cb2.jpg
BTG-143-C-FR,Chargez !,Ordis,Commun,Sort,2,2,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Les Personnages que vous contrôlez gagnent 1 boost[]. (Les cartes en Réserve ne sont pas contrôlées. Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_CORE_B_OR_23_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_23/JPG/fr_FR/f78e6f848c03761b23e171959155ea34.jpg
BTG-143-R-FR,Chargez !,Ordis,Rare,Sort,2,#3#,,,,,,Les Personnages que vous contrôlez gagnent 1 boost.,,ALT_COREKS_B_OR_23_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_23/JPG/fr_FR/5ea97cfa787fa6dc0563b580e5406528.jpg
BTG-143-R-FR,Chargez !,Ordis,Rare,Sort,2,#3#,,,,,,Les Personnages que vous contrôlez gagnent 1 boost.,,ALT_CORE_B_OR_23_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_23/JPG/fr_FR/7b389f350423e77bac164d0244109b2c.jpg
BTG-143-F-FR,Chargez !,Muna,Rare,Sort,2,#3#,,,,,,Les Personnages que vous contrôlez gagnent 1 boost.,,ALT_COREKS_B_OR_23_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_23/JPG/fr_FR/d2f0fcef3fc149770b43cacf1dd912d2.jpg
BTG-143-F-FR,Chargez !,Muna,Rare,Sort,2,#3#,,,,,,Les Personnages que vous contrôlez gagnent 1 boost.,,ALT_CORE_B_OR_23_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_23/JPG/fr_FR/4ee43b0e90becdc17f6de9a9f4e463a6.jpg
BTG-144-C-FR,Entraînement à l'Esprit d'Équipe,Ordis,Commun,Sort,2,2,,,,,,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Envoyez en Réserve un Personnage ciblé de Coût de Main {X} ou moins, X étant est le nombre de Personnages que vous contrôlez.",,ALT_CORE_B_OR_24_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_24/JPG/fr_FR/d3367c86e87d14cbefda4659220c43ea.jpg
BTG-144-C-FR,Entraînement à l'Esprit d'Équipe,Ordis,Commun,Sort,2,2,,,,,,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Envoyez en Réserve un Personnage ciblé de Coût de Main {X} ou moins, X étant est le nombre de Personnages que vous contrôlez.",,ALT_COREKS_B_OR_24_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_24/JPG/fr_FR/b626ae97399831510fb5cd9df7fbd7aa.jpg
BTG-144-R-FR,Entraînement à l'Esprit d'Équipe,Ordis,Rare,Sort,#3#,#3#,,,,,,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  #Créez un jeton Soldat [1/1/1 Recrue Ordis] dans une Expédition ciblée.#  Envoyez en Réserve un Personnage ciblé de Coût de Main {X} ou moins, X étant est le nombre de Personnages que vous contrôlez.",,ALT_COREKS_B_OR_24_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_24/JPG/fr_FR/a66aa85dbd6ab0b6d4f27f578e2896b7.jpg
BTG-144-R-FR,Entraînement à l'Esprit d'Équipe,Ordis,Rare,Sort,#3#,#3#,,,,,,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  #Créez un jeton Soldat [1/1/1 Recrue Ordis] dans une Expédition ciblée.#  Envoyez en Réserve un Personnage ciblé de Coût de Main {X} ou moins, X étant est le nombre de Personnages que vous contrôlez.",,ALT_CORE_B_OR_24_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_24/JPG/fr_FR/78d23c32b2747e0b89ac7f87eb03d4c3.jpg
BTG-144-F-FR,Entraînement à l'Esprit d'Équipe,Axiom,Rare,Sort,2,2,,,,,,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Envoyez en Réserve un Personnage ciblé de Coût de Main {X} ou moins, X étant est le nombre de Personnages que vous contrôlez.",,ALT_COREKS_B_OR_24_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_24/JPG/fr_FR/64b11637357b5fee7397eef5df1d317e.jpg
BTG-144-F-FR,Entraînement à l'Esprit d'Équipe,Axiom,Rare,Sort,2,2,,,,,,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Envoyez en Réserve un Personnage ciblé de Coût de Main {X} ou moins, X étant est le nombre de Personnages que vous contrôlez.",,ALT_CORE_B_OR_24_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_24/JPG/fr_FR/b9e7885b783d76c1286fd134033a97c2.jpg
BTG-145-C-FR,Sceaux Adhésifs,Ordis,Commun,Sort,3,3,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Choisissez l'un :  • Envoyez en Réserve un Personnage ciblé de Coût de Main {4} ou plus.  • Défaussez un Permanent ciblé de Coût de Main {4} ou plus.,,ALT_CORE_B_OR_25_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_25/JPG/fr_FR/4af28e27e66a7cd469ddb250f7de6379.jpg
BTG-145-C-FR,Sceaux Adhésifs,Ordis,Commun,Sort,3,3,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Choisissez l'un :  • Envoyez en Réserve un Personnage ciblé de Coût de Main {4} ou plus.  • Défaussez un Permanent ciblé de Coût de Main {4} ou plus.,,ALT_COREKS_B_OR_25_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_25/JPG/fr_FR/022054d5396c1287ef027f8c068cd3b6.jpg
BTG-145-R-FR,Sceaux Adhésifs,Ordis,Rare,Sort,3,#4#,,,,,,Choisissez l'un :  • Envoyez en Réserve un Personnage ciblé de Coût de Main {4} ou plus.  • Défaussez un Permanent ciblé de Coût de Main {4} ou plus.,,ALT_COREKS_B_OR_25_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_25/JPG/fr_FR/8e645bc8639779bc334fd043040c6d27.jpg
BTG-145-R-FR,Sceaux Adhésifs,Ordis,Rare,Sort,3,#4#,,,,,,Choisissez l'un :  • Envoyez en Réserve un Personnage ciblé de Coût de Main {4} ou plus.  • Défaussez un Permanent ciblé de Coût de Main {4} ou plus.,,ALT_CORE_B_OR_25_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_25/JPG/fr_FR/2e944e93cb84542e1fa6f83b81d2eb1e.jpg
BTG-145-F-FR,Sceaux Adhésifs,Axiom,Rare,Sort,3,3,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Choisissez l'un :  • Envoyez en Réserve un Personnage ciblé de Coût de Main {4} ou plus.  • Défaussez un Permanent ciblé de Coût de Main {4} ou plus.,,ALT_COREKS_B_OR_25_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_25/JPG/fr_FR/3e0b9b53be5179c661a88d53fa7f2884.jpg
BTG-145-F-FR,Sceaux Adhésifs,Axiom,Rare,Sort,3,3,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Choisissez l'un :  • Envoyez en Réserve un Personnage ciblé de Coût de Main {4} ou plus.  • Défaussez un Permanent ciblé de Coût de Main {4} ou plus.,,ALT_CORE_B_OR_25_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_25/JPG/fr_FR/c3a4a545c7d488b78353f7dc3bbd4b17.jpg
BTG-146-C-FR,Jour de Célébration,Ordis,Commun,Sort,5,5,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Une Expédition ciblée ne peut pas avancer ce Jour.,,ALT_COREKS_B_OR_27_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_27/JPG/fr_FR/adf6269d1c0e872ff786fb0c062802c4.jpg
BTG-146-C-FR,Jour de Célébration,Ordis,Commun,Sort,5,5,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Une Expédition ciblée ne peut pas avancer ce Jour.,,ALT_CORE_B_OR_27_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_27/JPG/fr_FR/9aaf7217422fb902180290e5b4582df5.jpg
BTG-146-R-FR,Jour de Célébration,Ordis,Rare,Sort,#8#,#8#,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  #Les Expéditions# ne peuvent pas avancer ce Jour.,,ALT_COREKS_B_OR_27_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_27/JPG/fr_FR/d74109b9742ddc8a2cabd08ac19f508f.jpg
BTG-146-R-FR,Jour de Célébration,Ordis,Rare,Sort,#8#,#8#,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  #Les Expéditions# ne peuvent pas avancer ce Jour.,,ALT_CORE_B_OR_27_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_27/JPG/fr_FR/4b027bd686798737c862f17e46f3b297.jpg
BTG-146-F-FR,Jour de Célébration,Yzmir,Rare,Sort,#8#,#8#,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  #Les Expéditions# ne peuvent pas avancer ce Jour.,,ALT_COREKS_B_OR_27_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_27/JPG/fr_FR/3944b11b4b41303df88c611537c91565.jpg
BTG-146-F-FR,Jour de Célébration,Yzmir,Rare,Sort,#8#,#8#,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  #Les Expéditions# ne peuvent pas avancer ce Jour.,,ALT_CORE_B_OR_27_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_27/JPG/fr_FR/19d670bbcc26abd047beb6660bb06cc2.jpg
BTG-147-C-FR,Ouvrez les Portes,Ordis,Commun,Sort,5,6,,,,,,Créez deux jetons Soldat [1/1/1 Recrue Ordis] dans chacune de vos Expéditions.,,ALT_COREKS_B_OR_26_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_26/JPG/fr_FR/1f2f73b52aeb7aec305f6179c1710b78.jpg
BTG-147-C-FR,Ouvrez les Portes,Ordis,Commun,Sort,5,6,,,,,,Créez deux jetons Soldat [1/1/1 Recrue Ordis] dans chacune de vos Expéditions.,,ALT_CORE_B_OR_26_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_26/JPG/fr_FR/64c960d6a4fd09a8a7d157ff70f101b0.jpg
BTG-147-R-FR,Ouvrez les Portes,Ordis,Rare,Sort,5,#5#,,,,,,"Créez #quatre# jetons Soldat [1/1/1 Recrue Ordis], #distribués comme vous le souhaitez dans n'importe quel nombre d'Expéditions ciblées#.",,ALT_CORE_B_OR_26_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_26/JPG/fr_FR/91f0431258c602ff4a7f2acd61276d9c.jpg
BTG-147-R-FR,Ouvrez les Portes,Ordis,Rare,Sort,5,#5#,,,,,,"Créez #quatre# jetons Soldat [1/1/1 Recrue Ordis], #distribués comme vous le souhaitez dans n'importe quel nombre d'Expéditions ciblées#.",,ALT_COREKS_B_OR_26_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_26/JPG/fr_FR/1d8ce30777ddd1f28a0ce5f16ea85a10.jpg
BTG-147-F-FR,Ouvrez les Portes,Axiom,Rare,Sort,#4#,#5#,,,,,,Créez #un jeton Robot [2/2/2 Scarabot]# dans chacune de vos Expéditions.,,ALT_COREKS_B_OR_26_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_26/JPG/fr_FR/3ca8082630df3fb702acd88c0c11fe2d.jpg
BTG-147-F-FR,Ouvrez les Portes,Axiom,Rare,Sort,#4#,#5#,,,,,,Créez #un jeton Robot [2/2/2 Scarabot]# dans chacune de vos Expéditions.,,ALT_CORE_B_OR_26_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_26/JPG/fr_FR/5725cf7635e3c8faf4f3e3ceea4d6643.jpg
BTG-148-C-FR,Transporteur Ordis,Ordis,Commun,Permanent,3,3,,,,,,À Midi — Créez un jeton Soldat [1/1/1 Recrue Ordis] dans votre Expédition Compagnon.,,ALT_COREKS_B_OR_30_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_30/JPG/fr_FR/42ffd7df2d1717e54f08eac7eacaea93.jpg
BTG-148-C-FR,Transporteur Ordis,Ordis,Commun,Permanent,3,3,,,,,,À Midi — Créez un jeton Soldat [1/1/1 Recrue Ordis] dans votre Expédition Compagnon.,,ALT_CORE_B_OR_30_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_30/JPG/fr_FR/a4ccfb19807e78f9ab4779916c50c83f.jpg
BTG-148-R-FR,Transporteur Ordis,Ordis,Rare,Permanent,#5#,#5#,,,,,,À Midi — Créez un jeton Soldat [1/1/1 Recrue Ordis] dans #chacune de vos Expéditions#.,,ALT_COREKS_B_OR_30_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_30/JPG/fr_FR/8a3d2117bbc1cf10200f3e242d994c6c.jpg
BTG-148-R-FR,Transporteur Ordis,Ordis,Rare,Permanent,#5#,#5#,,,,,,À Midi — Créez un jeton Soldat [1/1/1 Recrue Ordis] dans #chacune de vos Expéditions#.,,ALT_CORE_B_OR_30_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_30/JPG/fr_FR/63bc6e7565578f0d67e6bc2a251ee49e.jpg
BTG-148-F-FR,Transporteur Ordis,Yzmir,Rare,Permanent,3,3,,,,,,À Midi — Créez un jeton Soldat [1/1/1 Recrue Ordis] dans votre Expédition Compagnon.,,ALT_COREKS_B_OR_30_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_30/JPG/fr_FR/7840cc964b595eac03ad4d7585750056.jpg
BTG-148-F-FR,Transporteur Ordis,Yzmir,Rare,Permanent,3,3,,,,,,À Midi — Créez un jeton Soldat [1/1/1 Recrue Ordis] dans votre Expédition Compagnon.,,ALT_CORE_B_OR_30_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_30/JPG/fr_FR/4d7bcd6b36e83d489920fb8eae114d53.jpg
BTG-149-C-FR,"Le Monolithe, Bastion Ordis",Ordis,Commun,Permanent,5,5,,,,,,Lorsqu'un Personnage rejoint vos Expéditions — Il gagne 1 boost[]. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_CORE_B_OR_28_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_28/JPG/fr_FR/14031f51a24fe77b7a84f563e5ad32ae.jpg
BTG-149-C-FR,"Le Monolithe, Bastion Ordis",Ordis,Commun,Permanent,5,5,,,,,,Lorsqu'un Personnage rejoint vos Expéditions — Il gagne 1 boost[]. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_COREKS_B_OR_28_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_28/JPG/fr_FR/33998a32b560a51f4942a70c0a767757.jpg
BTG-149-R-FR,"Le Monolithe, Bastion Ordis",Ordis,Rare,Permanent,#4#,#4#,,,,,,Lorsqu'un Personnage #non-jeton# rejoint vos Expéditions — Il gagne 1 boost.,,ALT_CORE_B_OR_28_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_28/JPG/fr_FR/b6a052c4eaebbe12ab87c1ed1ab73cca.jpg
BTG-149-R-FR,"Le Monolithe, Bastion Ordis",Ordis,Rare,Permanent,#4#,#4#,,,,,,Lorsqu'un Personnage #non-jeton# rejoint vos Expéditions — Il gagne 1 boost.,,ALT_COREKS_B_OR_28_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_28/JPG/fr_FR/6297ef12bb8d354d546d22df4a127ae9.jpg
BTG-149-F-FR,"Le Monolithe, Bastion Ordis",Muna,Rare,Permanent,#4#,#4#,,,,,,Lorsqu'un Personnage #non-jeton# rejoint vos Expéditions — Il gagne 1 boost.,,ALT_CORE_B_OR_28_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_28/JPG/fr_FR/319d2e27979f798943cf275d582a6c7e.jpg
BTG-149-F-FR,"Le Monolithe, Bastion Ordis",Muna,Rare,Permanent,#4#,#4#,,,,,,Lorsqu'un Personnage #non-jeton# rejoint vos Expéditions — Il gagne 1 boost.,,ALT_COREKS_B_OR_28_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_28/JPG/fr_FR/bc9f98035f50c1094537defae73dc036.jpg
BTG-150-C-FR,Grand Projet,Ordis,Commun,Permanent,6,6,,,,,,À Midi — Une Expédition ciblée avance d'une région.,,ALT_CORE_B_OR_29_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_29/JPG/fr_FR/4ef6bbbbcc613de10f241f060477b8ee.jpg
BTG-150-C-FR,Grand Projet,Ordis,Commun,Permanent,6,6,,,,,,À Midi — Une Expédition ciblée avance d'une région.,,ALT_COREKS_B_OR_29_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_29/JPG/fr_FR/5cb612e7b879422a9d6ba94327d07fa1.jpg
BTG-150-R-FR,Grand Projet,Ordis,Rare,Permanent,6,6,,,,,,#[Coriace 2].# (Les Sorts et capacités d'un adversaire qui me ciblent coûtent {2} de plus.)  À Midi — Une Expédition ciblée avance d'une région.,,ALT_COREKS_B_OR_29_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_29/JPG/fr_FR/bd0d95190e12f9cc7290799196df373f.jpg
BTG-150-R-FR,Grand Projet,Ordis,Rare,Permanent,6,6,,,,,,#[Coriace 2].# (Les Sorts et capacités d'un adversaire qui me ciblent coûtent {2} de plus.)  À Midi — Une Expédition ciblée avance d'une région.,,ALT_CORE_B_OR_29_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_29/JPG/fr_FR/e6cb17e1857d13eab703734ebc182ed1.jpg
BTG-150-F-FR,Grand Projet,Yzmir,Rare,Permanent,6,6,,,,,,À Midi — Une Expédition ciblée avance d'une région.,,ALT_CORE_B_OR_29_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_29/JPG/fr_FR/9ce0449b9df66a8aeab104bb06866c88.jpg
BTG-150-F-FR,Grand Projet,Yzmir,Rare,Permanent,6,6,,,,,,À Midi — Une Expédition ciblée avance d'une région.,,ALT_COREKS_B_OR_29_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_29/JPG/fr_FR/14142638656b4434db058c133e4bcab3.jpg
BTG-151-H-FR,Akesha & Taru,Yzmir,Commun,Héros,0,0,,,,2,2,{T} : [Après vous]. Vous pouvez seulement activer cela si vous êtes le premier joueur. (Terminez votre tour comme si vous aviez joué une carte. Vous pouvez encore jouer des cartes plus tard ce Jour.),,ALT_COREKS_B_YZ_01_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_01/JPG/fr_FR/40a610d1c8e54a3f71b7e0740347d89d.jpg
BTG-151-H-FR,Akesha & Taru,Yzmir,Commun,Héros,0,0,,,,2,2,{T} : [Après vous]. Vous pouvez seulement activer cela si vous êtes le premier joueur. (Terminez votre tour comme si vous aviez joué une carte. Vous pouvez encore jouer des cartes plus tard ce Jour.),,ALT_CORE_B_YZ_01_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_01/JPG/fr_FR/b63c1fd1d5a5cdc7040da4c2bd86ca81.jpg
BTG-152-H-FR,Afanas & Senka,Yzmir,Commun,Héros,0,0,,,,2,2,Lorsque vous jouez un Sort — Un Personnage ciblé que vous contrôlez gagne 1 boost[]. (Faites cela après que le sort est résolu. Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_CORE_B_YZ_03_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_03/JPG/fr_FR/0f96a108839f4dd5be886fe30890ab9f.jpg
BTG-152-H-FR,Afanas & Senka,Yzmir,Commun,Héros,0,0,,,,2,2,Lorsque vous jouez un Sort — Un Personnage ciblé que vous contrôlez gagne 1 boost[]. (Faites cela après que le sort est résolu. Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_COREKS_B_YZ_03_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_03/JPG/fr_FR/bf657b620d1cb318c44041141dd9db32.jpg
BTG-153-H-FR,Lindiwe & Maw,Yzmir,Commun,Héros,0,0,,,,2,2,{T} : Créez un jeton Compagnon [0/0/0 Maw] dans votre Expédition Compagnon avec « Lorsque vous sacrifiez un Personnage — Je gagne 2 boosts ». Cette action coûte {1} de plus si vous n'êtes pas le premier joueur.,,ALT_CORE_B_YZ_02_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_02/JPG/fr_FR/75b3d1bb0761505c735f00a405a6a115.jpg
BTG-153-H-FR,Lindiwe & Maw,Yzmir,Commun,Héros,0,0,,,,2,2,{T} : Créez un jeton Compagnon [0/0/0 Maw] dans votre Expédition Compagnon avec « Lorsque vous sacrifiez un Personnage — Je gagne 2 boosts ». Cette action coûte {1} de plus si vous n'êtes pas le premier joueur.,,ALT_COREKS_B_YZ_02_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_02/JPG/fr_FR/a005d337276d65b3a40994c9243faeda.jpg
BTG-154-C-FR,Méduse Lunaire,Yzmir,Commun,Personnage,1,1,1,0,1,,,"Lorsque je suis sacrifiée, si je n'étais pas [[Fugace]] — Mettez-moi en Réserve.",,ALT_COREKS_B_YZ_05_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_05/JPG/fr_FR/cc52c455d397de382b264c1eff1389aa.jpg
