collectorNumber,foiled,inMyTradelist,inMyCollection,inMyWantlist,name_en,name_fr,faction,rarity,type,handCost,reserveCost,forestPower,mountainPower,waterPower,landmarksSize,reserveSize,abilities_en,supportAbility_en,abilities_fr,supportAbility_fr,id,imagePath
BTG-106-C-EN,False,0,2,False,"Yong-Su, Verdant Weaver","Yong-Su, Tisserand Verdoyant",Muna,Common,Character,3,3,3,3,3,,,"{J} If you control two or more Plants, I gain 2 boosts[]. (Cards in Reserve are not controlled. A boost is a +1/+1/+1 counter. Remove it when it leaves the Expedition zone.)",,"{J} Si vous contrôlez au moins deux Plantes, je gagne 2 boosts[]. (Les cartes en Réserve ne sont pas contrôlées. Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.)",,ALT_CORE_B_MU_10_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_10/JPG/en_US/f424adb779d387b484b28d3b2b0af1d9.jpg
BTG-107-C-EN,False,0,2,False,Parvati,Parvati,Muna,Common,Character,4,2,3,0,3,,,"{H} Target Character gains [[Anchored]]. (During Rest, it doesn't go to Reserve and it loses Anchored.)",,"{H} Un Personnage ciblé gagne [[Ancré]]. (Au Repos, il ne va pas en Réserve et il perd Ancré.)",,ALT_CORE_B_MU_18_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_18/JPG/en_US/9872398b42fc5a7498e3559cb29bfbfd.jpg
BTG-107-R-EN,False,0,1,False,Parvati,Parvati,Muna,Rare,Character,4,#3#,3,0,3,,,"#{J}# Target Character gains [[Anchored]]. (During Rest, it doesn't go to Reserve and it loses Anchored.)",,"#{J}# Un Personnage ciblé gagne [[Ancré]]. (Au Repos, il ne va pas en Réserve et il perd Ancré.)",,ALT_CORE_B_MU_18_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_18/JPG/en_US/26e6dcadd7b20519798ce0bbe7015f0d.jpg
BTG-108-C-EN,False,0,2,False,Cernunnos,Cernunnos,Muna,Common,Character,4,3,4,4,4,,,,,,,ALT_CORE_B_MU_14_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_14/JPG/en_US/c9df4ddc749dcc589f48d0220d8d15cd.jpg
BTG-108-F-EN,False,0,1,False,Cernunnos,Cernunnos,Lyra,Rare,Character,#3#,3,4,4,4,,,,,,,ALT_COREKS_B_MU_14_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_14/JPG/en_US/bedd6adbdfd643fa59cb38992a50b7e1.jpg
BTG-109-C-EN,False,0,2,False,Aja,Aja,Muna,Common,Character,4,4,4,5,4,,,{H} Each player puts the top card of their deck in their Mana zone (as an exhausted Mana Orb).,,{H} Chaque joueur met la carte du dessus de son deck dans sa zone de Mana (en tant qu'Orbe de Mana épuisé).,,ALT_CORE_B_MU_17_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_17/JPG/en_US/e21650dec579a55da1d314a71d3e5006.jpg
BTG-109-F-EN,False,0,1,False,Aja,Aja,Bravos,Rare,Character,4,4,4,5,4,,,{H} Each player puts the top card of their deck in their Mana zone (as an exhausted Mana Orb).,,{H} Chaque joueur met la carte du dessus de son deck dans sa zone de Mana (en tant qu'Orbe de Mana épuisé).,,ALT_CORE_B_MU_17_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_17/JPG/en_US/17ca0dc2991744855c6c3b90af786190.jpg
BTG-110-C-EN,False,0,3,False,Verdantback,Vertéchine,Muna,Common,Character,4,4,5,5,6,,,I have [Defender] unless you control two or more other Plants. (My Expedition can't advance during Dusk.),,J'ai [Défenseur] sauf si vous contrôlez au moins deux autres Plantes. (Mon Expédition ne peut pas avancer au Crépuscule.),,ALT_CORE_B_MU_19_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_19/JPG/en_US/a06532b53464436da09986a795147df0.jpg
BTG-111-C-EN,False,0,1,False,Coniferal Coneman,Pignon Pugnace,Muna,Common,Character,5,5,3,3,3,,,"{J} I gain [[Anchored]]. (During Rest, I don't go to Reserve and I lose Anchored.)",,"{J} Je gagne [[Ancré]]. (Au Repos, je ne vais pas en Réserve et je perds Ancré.)",,ALT_CORE_B_MU_20_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_20/JPG/en_US/c1ebb4c29bf5cbb34325cd0d14030d7c.jpg
BTG-111-R-EN,False,0,1,False,Coniferal Coneman,Pignon Pugnace,Muna,Rare,Character,#4#,#4#,3,3,3,,,"{J} I gain [[Anchored]]. (During Rest, I don't go to Reserve and I lose Anchored.)",,"{J} Je gagne [[Ancré]]. (Au Repos, je ne vais pas en Réserve et je perds Ancré.)",,ALT_CORE_B_MU_20_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_20/JPG/en_US/a06bfc884cef1c819cab74d1773008ee.jpg
BTG-112-C-EN,False,0,1,False,Son of Yggdrasil,Fils d'Yggdrasil,Muna,Common,Character,6,6,6,3,3,,,[Gigantic]. (I am considered present in each of your Expeditions.),,[Gigantesque]. (Je suis considéré présent dans chacune de vos Expéditions.),,ALT_COREKS_B_MU_21_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_21/JPG/en_US/dccefe9800d68a7556c028b1b67d47f2.jpg
BTG-112-C-EN,False,0,2,False,Son of Yggdrasil,Fils d'Yggdrasil,Muna,Common,Character,6,6,6,3,3,,,[Gigantic]. (I am considered present in each of your Expeditions.),,[Gigantesque]. (Je suis considéré présent dans chacune de vos Expéditions.),,ALT_CORE_B_MU_21_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_21/JPG/en_US/80125088dd77f20f38100ec44ab3a972.jpg
BTG-112-R-EN,False,0,1,False,Son of Yggdrasil,Fils d'Yggdrasil,Muna,Rare,Character,6,6,6,3,3,,,[Gigantic]. (I am considered present in each of your Expeditions.)  #[Tough 1].# (Your opponent's Spells and abilities that target me cost {1} more.),#{D} : Target Character with Hand Cost {3} or less gains [[Anchored]].# (Discard me from Reserve to do this.),[Gigantesque]. (Je suis considéré présent dans chacune de vos Expéditions.)  #[Coriace 1].# (Les Sorts et capacités d'un adversaire qui me ciblent coûtent {1} de plus.),#{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [[Ancré]].# (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_MU_21_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_21/JPG/en_US/01035fa1e648cdb9ff5e4d432685905d.jpg
BTG-113-C-EN,False,0,1,False,Hydracaena,Hydracaena,Muna,Common,Character,7,7,0,0,0,,,"[Eternal]. (During Rest, I don't go to Reserve.)  {J} I gain 4 boosts.  At Noon — I gain 4 boosts.",,"[Éternel]. (Au Repos, je ne vais pas en Réserve.)  {J} Je gagne 4 boosts.  À Midi — Je gagne 4 boosts.",,ALT_CORE_B_MU_22_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_22/JPG/en_US/f4d77148c042348b74e3698f7fdc22b9.jpg
BTG-114-C-EN,False,0,1,False,Harvest,Récolter,Muna,Common,Spell,1,2,,,,,,[Resupply]. (Put the top card of your deck in Reserve.),,[Ravitaillez]. (Mettez la première carte de votre deck en Réserve.),,ALT_CORE_B_MU_29_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_29/JPG/en_US/70e58ab91e589b50559727925abb365a.jpg
BTG-114-R-EN,False,0,1,False,Harvest,Récolter,Muna,Rare,Spell,#2#,2,,,,,,"[Resupply], #then [Resupply] again#. (Put the top card of your deck in Reserve.)",,"[Ravitaillez], #puis [Ravitaillez] à nouveau#. (Mettez la première carte de votre deck en Réserve.)",,ALT_CORE_B_MU_29_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_29/JPG/en_US/72f9921538bb3efd3540cfb4678b0287.jpg
BTG-115-C-EN,False,0,2,False,Beauty Sleep,Sommeil Réparateur,Muna,Common,Spell,1,3,,,,,,"Target Character gains [[Asleep]]. (During Dusk, ignore its statistics. During Rest, it doesn't go to Reserve and it loses Asleep.)",,"Un Personnage ciblé gagne [[Endormi]]. (Au Crépuscule, ignorez ses statistiques. Au Repos, il ne va pas en Réserve et il perd Endormi.)",,ALT_CORE_B_MU_28_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_28/JPG/en_US/269a6e3fcf9af62b8fbb1a46466067b2.jpg
BTG-115-R-EN,False,0,1,False,Beauty Sleep,Sommeil Réparateur,Muna,Rare,Spell,1,3,,,,,,"Target Character gains [[Asleep]]. #You may give it 2 boosts.# (During Dusk, ignore its statistics. During Rest, it doesn't go to Reserve and it loses Asleep.)",,"Un Personnage ciblé gagne [[Endormi]]. #Vous pouvez lui faire gagner 2 boosts.# (Au Crépuscule, ignorez ses statistiques. Au Repos, il ne va pas en Réserve et il perd Endormi.)",,ALT_CORE_B_MU_28_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_28/JPG/en_US/1284fa97b4ed8fafc3b0de5ac2717271.jpg
BTG-115-F-EN,False,0,1,False,Beauty Sleep,Sommeil Réparateur,Yzmir,Rare,Spell,1,3,,,,,,"Target Character gains [[Asleep]]. (During Dusk, ignore its statistics. During Rest, it doesn't go to Reserve and it loses Asleep.)",,"Un Personnage ciblé gagne [[Endormi]]. (Au Crépuscule, ignorez ses statistiques. Au Repos, il ne va pas en Réserve et il perd Endormi.)",,ALT_CORE_B_MU_28_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_28/JPG/en_US/812bc5e55d11a6dd458204917db0aa86.jpg
BTG-116-R-EN,False,0,2,False,Nurture,Abreuver,Muna,Rare,Spell,#3#,#2#,,,,,,Up to two target Characters each gain #2 boosts[]#. (A boost is a +1/+1/+1 counter. Remove it when it leaves the Expedition zone.),,Jusqu'à deux Personnages ciblés gagnent chacun #2 boosts[]#. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_CORE_B_MU_27_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_27/JPG/en_US/fd2fb49c5cd04d0dd903170b3ddd9ab6.jpg
BTG-117-C-EN,False,0,1,False,Meditation Training,Entraînement à la Méditation,Muna,Common,Spell,2,3,,,,,,"Target Character with Hand Cost {3} or less gains [[Anchored]]. (During Rest, it doesn't go to Reserve and it loses Anchored.)",,"Un Personnage ciblé de Coût de Main {3} ou moins gagne [[Ancré]]. (Au Repos, il ne va pas en Réserve et il perd Ancré.)",,ALT_CORE_B_MU_25_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_25/JPG/en_US/6670cdd9d0c8c79e2aa7667152526c62.jpg
BTG-117-F-EN,False,0,1,False,Meditation Training,Entraînement à la Méditation,Yzmir,Rare,Spell,2,3,,,,,,"Target Character with Hand Cost {3} or less gains [[Anchored]]. (During Rest, it doesn't go to Reserve and it loses Anchored.)",,"Un Personnage ciblé de Coût de Main {3} ou moins gagne [[Ancré]]. (Au Repos, il ne va pas en Réserve et il perd Ancré.)",,ALT_CORE_B_MU_25_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_25/JPG/en_US/19393ac07dc16ef40a3428548fd47a45.jpg
BTG-118-C-EN,False,0,4,False,Mana Reaping,Moisson de Mana,Muna,Common,Spell,3,3,,,,,,[[Fleeting]]. (Send me to Discard instead of Reserve after my effect resolves.)  Put target Character or Permanent in its owner's Mana zone (as an exhausted Mana Orb).,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Mettez un Personnage ou Permanent ciblé dans la zone de Mana de son Propriétaire (en tant qu'Orbe de Mana épuisé).,,ALT_CORE_B_MU_26_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_26/JPG/en_US/66dcd67bad46c29c7c2d9fe24a73dba5.jpg
BTG-118-R-EN,False,0,1,False,Mana Reaping,Moisson de Mana,Muna,Rare,Spell,3,3,,,,,,Put target Character or Permanent in its owner's Mana zone (as an exhausted Mana Orb).,,Mettez un Personnage ou Permanent ciblé dans la zone de Mana de son Propriétaire (en tant qu'Orbe de Mana épuisé).,,ALT_CORE_B_MU_26_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_26/JPG/en_US/9c077602a55c469118cc88cc41389366.jpg
BTG-119-C-EN,False,0,1,False,Bountiful Meadow,Prairie Prolifique,Muna,Common,Permanent,2,2,,,,,,{T} : The next Plant you play this turn costs {1} less.,,{T} : La prochaine Plante que vous jouez ce tour coûte {1} de moins.,,ALT_CORE_B_MU_24_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_24/JPG/en_US/212f1fe5168b60abb903a1285bef398f.jpg
BTG-120-C-EN,False,0,1,False,"The Spindle, Muna Bastion","Le Fuseau, Bastion Muna",Muna,Common,Permanent,3,3,,,,,,Characters you control have [Tough 2]. (Your opponent's Spells and abilities that target me cost {2} more.),,Les Personnages que vous contrôlez ont [Coriace 2]. (Les Sorts et capacités d'un adversaire qui me ciblent coûtent {2} de plus.),,ALT_CORE_B_MU_30_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_30/JPG/en_US/f7d2bd4895e4ed839a17f4921d4c8386.jpg
BTG-120-C-EN,False,0,1,False,"The Spindle, Muna Bastion","Le Fuseau, Bastion Muna",Muna,Common,Permanent,3,3,,,,,,Characters you control have [Tough 2]. (Your opponent's Spells and abilities that target me cost {2} more.),,Les Personnages que vous contrôlez ont [Coriace 2]. (Les Sorts et capacités d'un adversaire qui me ciblent coûtent {2} de plus.),,ALT_COREKS_B_MU_30_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_30/JPG/en_US/e4cbd45392262521a36b9d2697d73780.jpg
BTG-121-H-EN,False,0,3,False,Sigismar & Wingspan,Sigismar & Wingspan,Ordis,Common,Hero,,,,,,2,2,At Noon — Create an [Ordis Recruit 1/1/1] Soldier token in your Hero Expedition.,,À Midi — Créez un jeton Soldat [1/1/1 Recrue Ordis] dans votre Expédition Héros.,,ALT_CORE_B_OR_01_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_01/JPG/en_US/949b429181a983f2b79f9053bb1c3272.jpg
BTG-122-H-EN,False,0,1,False,Gulrang & Tocsin,Gulrang & Tocsin,Ordis,Common,Hero,,,,,,2,2,"When you create a token Character — It gains 1 boost.  If you have less than eight Mana Orbs, [[Boosted]] tokens you control are [Defender]. (Their Expeditions can't advance during Dusk.)",,"Lorsque vous créez un Personnage jeton — Il gagne 1 boost.  Si vous avez moins de huit Orbes de Mana, les jetons [[Boostés]] que vous contrôlez sont [Défenseurs]. (Leurs Expéditions ne peuvent pas avancer au Crépuscule.)",,ALT_CORE_B_OR_03_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_03/JPG/en_US/cd732a63be8513738243dfa2f8b2f5ac.jpg
BTG-123-H-EN,False,0,1,False,Waru & Mack,Waru & Mack,Ordis,Common,Hero,,,,,,2,2,"At Noon — If you control one or more Bureaucrats, create an [Ordis Recruit 1/1/1] Soldier token in target Expedition.  When you play a Bureaucrat — You may have it gain [[Asleep]]. (During Dusk, ignore its statistics. During Rest, it doesn't go to Reserve and it loses Asleep.)",,"À Midi — Si vous contrôlez au moins un Bureaucrate, créez un jeton Soldat [1/1/1 Recrue Ordis] dans une Expédition ciblée.  Lorsque vous jouez un Bureaucrate — Vous pouvez lui faire gagner [[Endormi]]. (Au Crépuscule, ignorez ses statistiques. Au Repos, il ne va pas en Réserve et il perd Endormi.)",,ALT_CORE_B_OR_02_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_02/JPG/en_US/6d2c97d9da8129b745d6aa910fb26427.jpg
BTG-124-C-EN,False,0,4,False,Ordis Trooper,Troupière Ordis,Ordis,Common,Character,1,1,1,1,1,,,,,,,ALT_CORE_B_OR_05_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_05/JPG/en_US/c88fb57a547449906c7feb4304b26351.jpg
BTG-124-R-EN,False,0,1,False,Ordis Trooper,Troupière Ordis,Ordis,Rare,Character,1,1,1,#2#,#2#,,,,,,,ALT_CORE_B_OR_05_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_05/JPG/en_US/ac943ef35734273816cfe342281551db.jpg
BTG-124-F-EN,False,0,1,False,Ordis Trooper,Troupière Ordis,Yzmir,Rare,Character,1,1,1,1,1,,,,,,,ALT_CORE_B_OR_05_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_05/JPG/en_US/344a687541d5d19519a6e02a1d7119b0.jpg
BTG-126-C-EN,False,0,2,False,Monolith Archivist,Archiviste du Monolithe,Ordis,Common,Character,2,2,3,3,3,,,[Defender]. (My Expedition can't advance during Dusk.),,[Défenseur]. (Mon Expédition ne peut pas avancer au Crépuscule.),,ALT_CORE_B_OR_10_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_10/JPG/en_US/76af8f1d9ec20f39fd7c167316227238.jpg
BTG-126-F-EN,False,0,1,False,Monolith Archivist,Archiviste du Monolithe,Yzmir,Rare,Character,2,2,3,3,3,,,[Defender]. (My Expedition can't advance during Dusk.),,[Défenseur]. (Mon Expédition ne peut pas avancer au Crépuscule.),,ALT_CORE_B_OR_10_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_10/JPG/en_US/4c86d4de4defac7525e702d359d2987d.jpg
BTG-127-C-EN,False,0,2,False,Monolith Legate,Légat du Monolithe,Ordis,Common,Character,2,2,2,1,2,,,When my Expedition fails to move forward during Dusk — [Sabotage] after Rest. (Discard up to one target card from a Reserve.),,Lorsque mon Expédition n'avance pas pendant le Crépuscule — [Sabotez] après le Repos. (Défaussez jusqu'à une carte d'une Réserve.),,ALT_CORE_B_OR_08_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_08/JPG/en_US/bf031a65b7c70d86172a56aa2aabf1fa.jpg
BTG-127-F-EN,False,0,3,False,Monolith Legate,Légat du Monolithe,Yzmir,Rare,Character,2,2,2,1,2,,,When my Expedition fails to move forward during Dusk — [Sabotage] after Rest. (Discard up to one target card from a Reserve.),,Lorsque mon Expédition n'avance pas pendant le Crépuscule — [Sabotez] après le Repos. (Défaussez jusqu'à une carte d'une Réserve.),,ALT_CORE_B_OR_08_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_08/JPG/en_US/27687acb698934fef7891be9889f2f70.jpg
BTG-128-C-EN,False,0,3,False,Monolith Rune-Scribe,Scribe Runique du Monolithe,Ordis,Common,Character,2,2,2,2,2,,,,,,,ALT_CORE_B_OR_07_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_07/JPG/en_US/71122acd27ba2eba691837761ebe1240.jpg
BTG-128-R-EN,False,0,2,False,Monolith Rune-Scribe,Scribe Runique du Monolithe,Ordis,Rare,Character,2,2,#1#,2,2,,,"#{H} If you control a token, [Resupply].# (Put the top card of your deck in Reserve.)",,"#{H} Si vous contrôlez un jeton, [Ravitaillez].# (Mettez la première carte de votre deck en Réserve.)",,ALT_CORE_B_OR_07_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_07/JPG/en_US/cc942970bac7ce045b0ec379546d7900.jpg
BTG-129-C-EN,False,0,4,False,Ordis Cadets,Cadets Ordis,Ordis,Common,Character,2,2,1,1,0,,,{J} Create an [Ordis Recruit 1/1/1] Soldier token in my Expedition.,,{J} Créez un jeton Soldat [1/1/1 Recrue Ordis] dans mon Expédition.,,ALT_CORE_B_OR_06_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_06/JPG/en_US/9bee7ec498940bafe511d800ac8ea15b.jpg
BTG-129-F-EN,False,0,1,False,Ordis Cadets,Cadets Ordis,Yzmir,Rare,Character,2,2,1,1,0,,,{J} Create an [Ordis Recruit 1/1/1] Soldier token in my Expedition.,#{D} : The next Spell you play this turn costs {1} less.# (Discard me from Reserve to do this.),{J} Créez un jeton Soldat [1/1/1 Recrue Ordis] dans mon Expédition.,#{D} : Le prochain Sort que vous jouez ce tour coûte {1} de moins.# (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_OR_06_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_06/JPG/en_US/c18b9c8e568e414a526d55d112c2ca4a.jpg
BTG-130-C-EN,False,0,2,False,Ozma,Ozma,Ordis,Common,Character,2,2,1,2,1,,,"{J} If you control three or more other Characters, draw a card. (Cards in Reserve are not controlled.)",,"{J} Si vous contrôlez au moins trois autres Personnages, piochez une carte. (Les cartes en Réserve ne sont pas contrôlées.)",,ALT_CORE_B_OR_11_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_11/JPG/en_US/423b19e39c1666384e04999f28dbd9f1.jpg
BTG-131-C-EN,False,0,4,False,The Frog Prince,Le Roi-Grenouille,Ordis,Common,Character,2,2,3,0,3,,,,,,,ALT_CORE_B_OR_09_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_09/JPG/en_US/0980657df54e03c09bf16dc5fc1cc7ff.jpg
BTG-132-C-EN,False,0,3,False,Ordis Spy,Espionne Ordis,Ordis,Common,Character,3,2,2,2,2,,,{H} [Sabotage]. (Discard up to one target card from a Reserve.),,{H} [Sabotez]. (Défaussez jusqu'à une carte d'une Réserve.),,ALT_CORE_B_OR_14_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_14/JPG/en_US/ed70660d417244f825deb5292dec36c2.jpg
BTG-132-R-EN,False,0,1,False,Ordis Spy,Espionne Ordis,Ordis,Rare,Character,3,2,2,2,2,,,{H} [Sabotage]. (Discard up to one target card from a Reserve.)  #{R} Create an [Ordis Recruit 1/1/1] Soldier token in my Expedition.#,,{H} [Sabotez]. (Défaussez jusqu'à une carte d'une Réserve.)  #{R} Créez un jeton Soldat [1/1/1 Recrue Ordis] dans mon Expédition.#,,ALT_CORE_B_OR_14_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_14/JPG/en_US/1afe6ce083f83ad1ed2d01aab83b641f.jpg
BTG-132-F-EN,False,0,1,False,Ordis Spy,Espionne Ordis,Bravos,Rare,Character,3,2,2,2,2,,,{H} [Sabotage]. (Discard up to one target card from a Reserve.)  #{R} Create an [Ordis Recruit 1/1/1] Soldier token in my Expedition.#,,{H} [Sabotez]. (Défaussez jusqu'à une carte d'une Réserve.)  #{R} Créez un jeton Soldat [1/1/1 Recrue Ordis] dans mon Expédition.#,,ALT_COREKS_B_OR_14_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_14/JPG/en_US/54517f152b0b16368ff4dba82b40914f.jpg
BTG-133-C-EN,False,0,2,False,"Kakoba, Legion Commander","Kakoba, Commandant de Légion",Ordis,Common,Character,3,3,2,2,2,,,"{J} If you control three or more other Characters, I gain 2 boosts[]. (Cards in Reserve are not controlled. A boost is a +1/+1/+1 counter. Remove it when it leaves the Expedition zone.)",,"{J} Si vous contrôlez au moins trois autres Personnages, je gagne 2 boosts[]. (Les cartes en Réserve ne sont pas contrôlées. Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.)",,ALT_CORE_B_OR_15_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_15/JPG/en_US/5ac198f418bc0360bbd44727e6bdc8ce.jpg
BTG-133-R-EN,False,0,1,False,"Kakoba, Legion Commander","Kakoba, Commandant de Légion",Ordis,Rare,Character,3,3,2,2,2,,,"{J} If you control three or more other Characters, I gain #3 boosts[]#. (Cards in Reserve are not controlled. A boost is a +1/+1/+1 counter. Remove it when it leaves the Expedition zone.)",,"{J} Si vous contrôlez au moins trois autres Personnages, je gagne #3 boosts[]#. (Les cartes en Réserve ne sont pas contrôlées. Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.)",,ALT_CORE_B_OR_15_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_15/JPG/en_US/3a742f909e630d67322ef8b60ee77cde.jpg
BTG-134-C-EN,False,0,2,False,Ordis Attorney,Procuratrice Ordis,Ordis,Common,Character,3,3,2,3,3,,,When my Expedition fails to move forward during Dusk — Draw a card.,,Lorsque mon Expédition n'avance pas pendant le Crépuscule — Piochez une carte.,,ALT_CORE_B_OR_16_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_16/JPG/en_US/4738df01e8364580586b545fc723a0e1.jpg
BTG-135-C-EN,False,0,4,False,Ordis Gatekeeper,Gardienne Ordis,Ordis,Common,Character,3,3,1,3,1,,,{J} Create an [Ordis Recruit 1/1/1] Soldier token in your other Expedition.,,{J} Créez un jeton Soldat [1/1/1 Recrue Ordis] dans votre autre Expédition.,,ALT_CORE_B_OR_13_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_13/JPG/en_US/5f051a9bda8dea673bd6442cb1a4ea4a.jpg
BTG-135-R-EN,False,0,1,False,Ordis Gatekeeper,Gardienne Ordis,Ordis,Rare,Character,3,3,1,#1#,1,,,{J} Create an [Ordis Recruit 1/1/1] Soldier token in #each of your# Expeditions.,,{J} Créez un jeton Soldat [1/1/1 Recrue Ordis] dans #chacune de vos# Expéditions.,,ALT_CORE_B_OR_13_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_13/JPG/en_US/0582d5930d423d756f4e81fc7eb2eab6.jpg
BTG-137-C-EN,False,0,4,False,Jeanne d'Arc,Jeanne d'Arc,Ordis,Common,Character,4,4,2,2,2,,,When I leave the Expedition zone — Create an [Ordis Recruit 1/1/1] Soldier token in each of your Expeditions.,,Lorsque je quitte la zone d'Expédition — Créez un jeton Soldat [1/1/1 Recrue Ordis] dans chacune de vos Expéditions.,,ALT_CORE_B_OR_17_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_17/JPG/en_US/4231f9dcd4d6049164a23fd1403eb41c.jpg
